0,1
0.0100004,0.0294913
0.0200004,0.0629746
0.0300004,0.104821
0.0400003,0.15466
0.0500003,0.213846
0.0600003,0.279443
0.0700003,0.350902
0.0800003,0.42514
0.0900003,0.503436
0.1,0.583536
0.11,0.665517
0.12,0.750937
0.13,0.837936
0.14,0.926573
0.15,1.01715
0.16,1.10962
0.17,1.2039
0.18,1.30029
0.19,1.39789
0.2,1.49837
0.21,1.60074
0.22,1.70514
0.23,1.81208
0.24,1.92197
0.25,2.03337
0.26,2.14698
0.27,2.26401
0.28,2.38292
0.29,2.50539
0.3,2.63275
0.31,2.76183
0.32,2.89326
0.33,3.03098
0.34,3.17091
0.35,3.31502
0.36,3.46566
0.37,3.61837
0.38,3.7755
0.39,3.93776
0.4,4.1042
0.41,4.27582
0.42,4.45493
0.43,4.63579
0.44,4.825
0.45,5.01948
0.46,5.22401
0.47,5.43223
0.48,5.64553
0.49,5.8677
0.5,6.09898
0.51,6.33556
0.52,6.58746
0.53,6.84738
0.54,7.11611
0.55,7.40068
0.56,7.69817
0.57,8.00251
0.58,8.31842
0.59,8.65267
0.6,8.99927
0.61,9.36136
0.62,9.74059
0.63,10.1487
0.64,10.5744
0.65,11.0102
0.66,11.4761
0.67,11.9651
0.68,12.4907
0.69,13.0342
0.7,13.6136
0.71,14.2396
0.72,14.896
0.73,15.6091
0.74,16.3564
0.75,17.1486
0.76,18.0065
0.77,18.9529
0.78,19.9692
0.79,21.0704
0.8,22.2727
0.81,23.5836
0.82,24.9753
0.83,26.525
0.84,28.2685
0.85,30.1985
0.86,32.3242
0.87,34.7484
0.88,37.5575
0.89,40.666
0.9,44.266
0.91,48.4451
0.92,53.4622
0.93,59.5675
0.94,67.0931
0.95,76.8058
0.96,88.887
0.97,105.011
0.98,127.829
0.99,161.629
1,219.843
