0,1
0.00100003,3
0.00200006,4
0.00300001,5
0.00400004,5
0.00500007,6
0.00600003,7
0.00700006,8
0.00800001,10
0.00900004,10
0.0100001,10
0.011,11
0.0120001,13
0.013,14
0.014,15
0.0150001,16
0.016,16
0.0170001,18
0.018,20
0.019,21
0.0200001,22
0.021,23
0.022,23
0.0230001,25
0.024,27
0.0250001,27
0.026,28
0.027,28
0.0280001,29
0.029,29
0.0300001,29
0.031,31
0.032,31
0.0330001,31
0.034,31
0.0350001,31
0.036,32
0.037,32
0.0380001,32
0.039,35
0.0400001,35
0.041,36
0.042,38
0.0430001,38
0.044,40
0.045,40
0.0460001,40
0.047,40
0.0480001,42
0.049,46
0.05,46
0.0510001,47
0.052,48
0.0530001,48
0.054,49
0.055,50
0.0560001,50
0.057,50
0.0580001,50
0.059,50
0.06,50
0.0610001,50
0.062,52
0.063,54
0.064,56
0.065,56
0.0660001,60
0.067,60
0.068,62
0.0690001,62
0.07,64
0.0710001,64
0.072,64
0.073,64
0.0740001,65
0.075,65
0.0760001,66
0.077,67
0.078,67
0.0790001,68
0.08,68
0.0810001,69
0.082,69
0.083,75
0.0840001,79
0.085,81
0.086,82
0.087,86
0.088,91
0.0890001,92
0.09,92
0.091,96
0.0920001,97
0.093,97
0.0940001,98
0.095,98
0.096,100
0.0970001,100
0.098,100
0.0990001,100
0.1,101
0.101,102
0.102,102
0.103,105
0.104,106
0.105,109
0.106,118
0.107,120
0.108,121
0.109,123
0.11,123
0.111,126
0.112,126
0.113,126
0.114,131
0.115,132
0.116,133
0.117,134
0.118,134
0.119,134
0.12,136
0.121,136
0.122,137
0.123,143
0.124,146
0.125,146
0.126,146
0.127,148
0.128,150
0.129,156
0.13,157
0.131,160
0.132,160
0.133,160
0.134,161
0.135,171
0.136,173
0.137,173
0.138,173
0.139,173
0.14,177
0.141,179
0.142,179
0.143,181
0.144,186
0.145,187
0.146,188
0.147,191
0.148,191
0.149,195
0.15,197
0.151,199
0.152,199
0.153,201
0.154,208
0.155,208
0.156,211
0.157,212
0.158,214
0.159,215
0.16,216
0.161,219
0.162,219
0.163,224
0.164,224
0.165,224
0.166,224
0.167,224
0.168,224
0.169,228
0.17,247
0.171,254
0.172,255
0.173,261
0.174,264
0.175,264
0.176,266
0.177,271
0.178,272
0.179,275
0.18,276
0.181,276
0.182,280
0.183,281
0.184,282
0.185,283
0.186,283
0.187,288
0.188,290
0.189,296
0.19,303
0.191,306
0.192,309
0.193,312
0.194,313
0.195,314
0.196,314
0.197,317
0.198,317
0.199,321
0.2,322
0.201,324
0.202,454
0.203,454
0.204,456
0.205,461
0.206,466
0.207,472
0.208,473
0.209,474
0.21,474
0.211,495
0.212,497
0.213,500
0.214,501
0.215,504
0.216,511
0.217,516
0.218,516
0.219,517
0.22,521
0.221,523
0.222,528
0.223,529
0.224,529
0.225,535
0.226,537
0.227,539
0.228,546
0.229,548
0.23,552
0.231,562
0.232,701
0.233,712
0.234,718
0.235,721
0.236,746
0.237,770
0.238,770
0.239,771
0.24,774
0.241,776
0.242,785
0.243,786
0.244,794
0.245,813
0.246,814
0.247,829
0.248,833
0.249,835
0.25,849
0.251,860
0.252,861
0.253,865
0.254,892
0.255,896
0.256,900
0.257,922
0.258,927
0.259,932
0.26,937
0.261,994
0.262,1002
0.263,1019
0.264,1021
0.265,1102
0.266,1106
0.267,1109
0.268,1131
0.269,1143
0.27,1151
0.271,1167
0.272,1170
0.273,1174
0.274,1177
0.275,1192
0.276,1215
0.277,1292
0.278,1300
0.279,1311
0.28,1321
0.281,1333
0.282,1350
0.283,1360
0.284,1368
0.285,1386
0.286,1396
0.287,1412
0.288,1416
0.289,1421
0.29,1424
0.291,1438
0.292,1463
0.293,1492
0.294,1503
0.295,1515
0.296,1520
0.297,1896
0.298,1907
0.299,2151
0.3,2160
0.301,2188
0.302,2625
0.303,2707
0.304,2736
0.305,2758
0.306,2771
0.307,2844
0.308,2879
0.309,2895
0.31,3090
0.311,3135
0.312,3173
0.313,3184
0.314,3222
0.315,3271
0.316,3287
0.317,3772
0.318,3813
0.319,3856
0.32,3900
0.321,3927
0.322,3991
0.323,4101
0.324,4131
0.325,4160
0.326,4182
0.327,4228
0.328,4270
0.329,4291
0.33,4330
0.331,4506
0.332,4676
0.333,4707
0.334,4739
0.335,4869
0.336,5674
0.337,5792
0.338,7530
0.339,7661
0.34,7886
0.341,8047
0.342,8360
0.343,8474
0.344,8765
0.345,13966
0.346,14088
0.347,15330
0.348,15459
0.349,15675
0.35,15930
0.351,17271
0.352,21491
0.353,28099
0.354,28702
0.355,32371
0.356,35514
0.357,63137
0.358,64796
0.359,66801
0.36,70278
0.361,80879
0.362,82448
0.363,84807
0.364,94005
0.365,100949
0.366,126687
0.367,130649
0.368,134429
0.369,141842
0.37,145424
0.371,160809
0.372,170060
0.373,177392
0.374,186314
0.375,197586
0.376,204361
0.377,218119
0.378,227090
0.379,238238
0.38,245201
0.381,259586
0.382,269307
0.383,282042
0.384,291794
0.385,300277
0.386,309221
0.387,320193
0.388,332510
0.389,344423
0.39,356313
0.391,370748
0.392,379659
0.393,390819
0.394,403074
0.395,420971
0.396,429986
0.397,443141
0.398,456542
0.399,467376
0.4,482115
0.401,496382
0.402,507254
0.403,519893
0.404,533080
0.405,546324
0.406,556251
0.407,567032
0.408,584780
0.409,599835
0.41,613411
0.411,624761
0.412,636626
0.413,648326
0.414,663216
0.415,675946
0.416,688150
0.417,704464
0.418,720111
0.419,732675
0.42,748519
0.421,764759
0.422,777834
0.423,792647
0.424,807181
0.425,823906
0.426,839092
0.427,853170
0.428,869003
0.429,883649
0.43,901478
0.431,917762
0.432,933838
0.433,949183
0.434,966561
0.435,985747
0.436,1002553
0.437,1019523
0.438,1035722
0.439,1053789
0.44,1070992
0.441,1085945
0.442,1102512
0.443,1117226
0.444,1135378
0.445,1152893
0.446,1172287
0.447,1188689
0.448,1207629
0.449,1226366
0.45,1241791
0.451,1260544
0.452,1277106
0.453,1293575
0.454,1312659
0.455,1330692
0.456,1349376
